Actual,Predicted,Mean Absolute Error
42.0,41.85,0.14999999999999858
77.0,77.0,0.0
36.0,35.54,0.46000000000000085
72.0,72.0,0.0
59.0,59.0,0.0
30.0,29.91,0.08999999999999986
88.0,88.0,0.0
56.0,55.82,0.17999999999999972
79.0,79.0,0.0
73.0,73.0,0.0
22.0,22.5,-0.5
75.0,75.0,0.0
55.0,54.9,0.10000000000000142
79.0,79.16,-0.1599999999999966
25.0,25.09,-0.08999999999999986
55.0,55.02,-0.020000000000003126
50.0,49.98,0.020000000000003126
62.0,62.02,-0.020000000000003126
59.0,57.91,1.0900000000000034
86.0,86.0,0.0
86.0,86.0,0.0
29.0,28.85,0.14999999999999858
35.0,56.62,-21.619999999999997
33.0,33.24,-0.240000000000002
60.0,60.0,0.0
47.0,46.8,0.20000000000000284
78.0,78.0,0.0
86.0,85.98,0.01999999999999602
35.0,34.52,0.4799999999999969
63.0,63.0,0.0
33.0,33.07,-0.07000000000000028
63.0,63.0,0.0
81.0,81.0,0.0
64.0,63.95,0.04999999999999716
80.0,80.0,0.0
80.0,79.94,0.060000000000002274
58.0,58.0,0.0
53.0,53.12,-0.11999999999999744
88.0,88.0,0.0
56.0,55.96,0.03999999999999915
88.0,88.0,0.0
33.0,32.86,0.14000000000000057
69.0,67.84,1.1599999999999966
68.0,67.87,0.12999999999999545
41.0,41.27,-0.2700000000000031
78.0,78.0,0.0
76.0,75.98,0.01999999999999602
34.0,33.81,0.18999999999999773
79.0,79.35,-0.3499999999999943
76.0,75.81,0.18999999999999773
72.0,72.0,0.0
55.0,53.66,1.3400000000000034
71.0,70.35,0.6500000000000057
45.0,46.91,-1.9099999999999966
43.0,43.07,-0.07000000000000028
45.0,45.07,-0.07000000000000028
72.0,70.63,1.3700000000000045
42.0,41.9,0.10000000000000142
58.0,58.0,0.0
85.0,85.0,0.0
37.0,37.33,-0.3299999999999983
71.0,71.0,0.0
68.0,68.0,0.0
40.0,39.93,0.07000000000000028
53.0,56.59,-3.5900000000000034
55.0,54.86,0.14000000000000057
95.0,94.94,0.060000000000002274
57.0,56.72,0.28000000000000114
60.0,60.27,-0.2700000000000031
88.0,88.0,0.0
75.0,75.0,0.0
48.0,47.42,0.5799999999999983
42.0,42.17,-0.1700000000000017
89.0,89.0,0.0
66.0,65.99,0.010000000000005116
96.0,94.15,1.8499999999999943
72.0,71.73,0.269999999999996
69.0,68.98,0.01999999999999602
52.0,52.19,-0.18999999999999773
34.0,33.99,0.00999999999999801
52.0,51.63,0.36999999999999744
65.0,64.92,0.0799999999999983
81.0,81.0,0.0
81.0,81.01,-0.010000000000005116
58.0,57.49,0.509999999999998
82.0,82.23,-0.23000000000000398
77.0,76.96,0.04000000000000625
78.0,78.0,0.0
38.0,38.62,-0.6199999999999974
59.0,59.01,-0.00999999999999801
75.0,74.91,0.09000000000000341
73.0,73.0,0.0
66.0,65.6,0.4000000000000057
46.0,45.76,0.240000000000002
53.0,52.96,0.03999999999999915
31.0,31.53,-0.5300000000000011
62.0,61.99,0.00999999999999801
49.0,49.16,-0.1599999999999966
55.0,55.0,0.0
54.0,53.81,0.18999999999999773
25.0,24.61,0.39000000000000057
72.0,72.53,-0.5300000000000011
40.0,39.76,0.240000000000002
75.0,75.0,0.0
39.0,38.81,0.18999999999999773
90.0,90.02,-0.01999999999999602
83.0,83.0,0.0
60.0,59.72,0.28000000000000114
54.0,53.81,0.18999999999999773
67.0,67.0,0.0
61.0,59.7,1.2999999999999972
84.0,84.0,0.0
57.0,56.4,0.6000000000000014
89.0,89.0,0.0
71.0,71.01,-0.010000000000005116
59.0,58.72,0.28000000000000114
73.0,73.0,0.0
36.0,35.86,0.14000000000000057
76.0,76.0,0.0
80.0,80.0,0.0
67.0,67.0,0.0
75.0,75.02,-0.01999999999999602
63.0,63.49,-0.490000000000002
76.0,76.0,0.0
73.0,73.0,0.0
69.0,69.86,-0.8599999999999994
89.0,89.0,0.0
85.0,85.0,0.0
58.0,58.14,-0.14000000000000057
55.0,55.07,-0.07000000000000028
13.0,40.27,-27.270000000000003
74.0,74.15,-0.15000000000000568
59.0,59.04,-0.03999999999999915
49.0,48.9,0.10000000000000142
46.0,48.7,-2.700000000000003
65.0,65.76,-0.7600000000000051
82.0,82.0,0.0
66.0,65.99,0.010000000000005116
66.0,65.99,0.010000000000005116
39.0,39.21,-0.21000000000000085
47.0,47.13,-0.13000000000000256
30.0,29.74,0.26000000000000156
33.0,35.83,-2.8299999999999983
65.0,64.62,0.37999999999999545
49.0,49.01,-0.00999999999999801
76.0,76.0,0.0
52.0,52.02,-0.020000000000003126
61.0,60.45,0.5499999999999972
33.0,33.88,-0.8800000000000026
54.0,53.66,0.3400000000000034
73.0,73.0,0.0
73.0,73.25,-0.25
66.0,66.0,0.0
70.0,70.0,0.0
79.0,79.0,0.0
50.0,52.97,-2.969999999999999
36.0,36.36,-0.35999999999999943
72.0,72.0,0.0
71.0,71.0,0.0
60.0,60.0,0.0
62.0,61.74,0.259999999999998
49.0,48.99,0.00999999999999801
47.0,47.03,-0.030000000000001137
72.0,72.0,0.0
56.0,54.5,1.5
84.0,84.0,0.0
55.0,55.3,-0.29999999999999716
18.0,22.95,-4.949999999999999
62.0,62.0,0.0
25.0,25.32,-0.3200000000000003
88.0,88.0,0.0
44.0,43.99,0.00999999999999801
80.0,79.55,0.45000000000000284
50.0,50.17,-0.1700000000000017
93.0,92.98,0.01999999999999602
65.0,65.34,-0.3400000000000034
33.0,32.98,0.020000000000003126
23.0,23.18,-0.17999999999999972
66.0,66.81,-0.8100000000000023
68.0,68.0,0.0
79.0,78.84,0.1599999999999966
92.0,91.98,0.01999999999999602
39.0,39.03,-0.030000000000001137
90.0,90.01,-0.010000000000005116
57.0,57.26,-0.259999999999998
54.0,53.76,0.240000000000002
86.0,86.0,0.0
23.0,23.38,-0.379999999999999
43.0,42.52,0.4799999999999969
57.0,58.03,-1.0300000000000011
68.0,68.0,0.0
51.0,51.04,-0.03999999999999915
66.0,66.0,0.0
44.0,43.87,0.13000000000000256
30.0,30.13,-0.129999999999999
54.0,52.99,1.009999999999998
52.0,52.08,-0.0799999999999983
40.0,39.96,0.03999999999999915
36.0,36.0,0.0
89.0,89.0,0.0
70.0,70.28,-0.28000000000000114
63.0,63.07,-0.07000000000000028
62.0,61.96,0.03999999999999915
47.0,47.17,-0.1700000000000017
36.0,36.06,-0.060000000000002274
51.0,49.22,1.7800000000000011
36.0,35.96,0.03999999999999915
85.0,85.0,0.0
74.0,74.18,-0.18000000000000682
65.0,64.97,0.030000000000001137
61.0,56.06,4.939999999999998
40.0,40.29,-0.28999999999999915
46.0,46.05,-0.04999999999999716
59.0,58.89,0.10999999999999943
56.0,55.79,0.21000000000000085
63.0,44.59,18.409999999999997
23.0,23.3,-0.3000000000000007
89.0,89.0,0.0
39.0,39.03,-0.030000000000001137
83.0,81.69,1.3100000000000023
80.0,79.99,0.010000000000005116
61.0,61.09,-0.09000000000000341
81.0,81.0,0.0
63.0,63.0,0.0
43.0,42.9,0.10000000000000142
54.0,54.0,0.0
51.0,50.89,0.10999999999999943
72.0,72.85,-0.8499999999999943
49.0,48.36,0.6400000000000006
62.0,62.0,0.0
77.0,77.0,0.0
48.0,48.07,-0.07000000000000028
63.0,62.59,0.4099999999999966
54.0,53.99,0.00999999999999801
60.0,60.0,0.0
67.0,67.0,0.0
79.0,79.0,0.0
62.0,62.0,0.0
44.0,44.02,-0.020000000000003126
24.0,24.43,-0.4299999999999997
91.0,90.09,0.9099999999999966
90.0,90.01,-0.010000000000005116
70.0,70.0,0.0
26.0,26.6,-0.6000000000000014
86.0,86.01,-0.010000000000005116
42.0,42.66,-0.6599999999999966
59.0,59.02,-0.020000000000003126
42.0,42.04,-0.03999999999999915
60.0,60.0,0.0
34.0,33.84,0.1599999999999966
67.0,61.99,5.009999999999998
63.0,62.65,0.3500000000000014
35.0,34.98,0.020000000000003126
67.0,66.97,0.030000000000001137
47.0,47.3,-0.29999999999999716
72.0,72.65,-0.6500000000000057
52.0,51.77,0.22999999999999687
48.0,48.15,-0.14999999999999858
99.0,98.89,0.10999999999999943
46.0,45.67,0.3299999999999983
47.0,47.16,-0.1599999999999966
72.0,71.88,0.12000000000000455
44.0,43.37,0.6300000000000026
62.0,62.05,-0.04999999999999716
68.0,68.0,0.0
88.0,88.0,0.0
37.0,36.51,0.490000000000002
74.0,74.0,0.0
81.0,80.98,0.01999999999999602
39.0,39.59,-0.5900000000000034
83.0,82.94,0.060000000000002274
91.0,91.25,-0.25
79.0,78.55,0.45000000000000284
81.0,81.0,0.0
69.0,67.88,1.1200000000000045
62.0,62.0,0.0
81.0,81.0,0.0
17.0,20.69,-3.6900000000000013
61.0,61.0,0.0
42.0,41.95,0.04999999999999716
75.0,75.0,0.0
83.0,82.73,0.269999999999996
78.0,78.0,0.0
69.0,69.21,-0.20999999999999375
87.0,86.99,0.010000000000005116
83.0,83.0,0.0
67.0,67.41,-0.4099999999999966
68.0,67.88,0.12000000000000455
82.0,82.0,0.0
50.0,50.22,-0.21999999999999886
52.0,52.01,-0.00999999999999801
23.0,22.93,0.07000000000000028
65.0,64.92,0.0799999999999983
66.0,66.01,-0.010000000000005116
79.0,79.0,0.0
48.0,32.43,15.57
68.0,68.0,0.0
74.0,74.0,0.0
53.0,53.0,0.0
24.0,25.28,-1.2800000000000011
67.0,67.0,0.0
64.0,64.17,-0.1700000000000017
83.0,83.81,-0.8100000000000023
53.0,53.0,0.0
37.0,47.36,-10.36
59.0,59.02,-0.020000000000003126
80.0,80.0,0.0
39.0,38.95,0.04999999999999716
53.0,53.12,-0.11999999999999744
62.0,60.73,1.2700000000000031
78.0,77.99,0.010000000000005116
42.0,42.03,-0.030000000000001137
86.0,86.0,0.0
46.0,46.1,-0.10000000000000142
67.0,66.89,0.10999999999999943
95.0,95.05,-0.04999999999999716
46.0,46.05,-0.04999999999999716
68.0,68.0,0.0
93.0,93.0,0.0
41.0,40.79,0.21000000000000085
38.0,37.64,0.35999999999999943
54.0,53.99,0.00999999999999801
74.0,74.0,0.0
58.0,58.01,-0.00999999999999801
58.0,57.98,0.020000000000003126
74.0,74.29,-0.29000000000000625
38.0,37.78,0.21999999999999886
64.0,64.47,-0.46999999999999886
51.0,50.65,0.3500000000000014
60.0,60.0,0.0
60.0,59.44,0.5600000000000023
99.0,95.44,3.5600000000000023
48.0,48.11,-0.10999999999999943
51.0,50.95,0.04999999999999716
71.0,71.56,-0.5600000000000023
72.0,71.97,0.030000000000001137
34.0,33.65,0.3500000000000014
44.0,44.4,-0.3999999999999986
61.0,60.32,0.6799999999999997
57.0,57.15,-0.14999999999999858
51.0,50.73,0.2700000000000031
63.0,63.0,0.0
64.0,64.0,0.0
66.0,65.96,0.04000000000000625
71.0,71.03,-0.030000000000001137
61.0,60.98,0.020000000000003126
52.0,52.0,0.0
73.0,73.0,0.0
28.0,28.08,-0.0799999999999983
71.0,71.0,0.0
66.0,66.0,0.0
81.0,81.0,0.0
50.0,50.13,-0.13000000000000256
64.0,64.0,0.0
49.0,48.54,0.46000000000000085
76.0,75.93,0.06999999999999318
76.0,76.0,0.0
72.0,71.85,0.15000000000000568
60.0,60.16,-0.1599999999999966
48.0,48.06,-0.060000000000002274
89.0,89.47,-0.46999999999999886
49.0,49.09,-0.09000000000000341
49.0,49.29,-0.28999999999999915
47.0,46.62,0.38000000000000256
55.0,54.93,0.07000000000000028
50.0,50.05,-0.04999999999999716
26.0,25.76,0.23999999999999844
68.0,68.02,-0.01999999999999602
78.0,78.0,0.0
63.0,63.0,0.0
50.0,49.46,0.5399999999999991
93.0,93.02,-0.01999999999999602
93.0,92.98,0.01999999999999602
45.0,44.92,0.0799999999999983
94.0,94.04,-0.04000000000000625
38.0,37.83,0.1700000000000017
76.0,75.98,0.01999999999999602
55.0,55.04,-0.03999999999999915
69.0,69.01,-0.010000000000005116
63.0,63.13,-0.13000000000000256
58.0,58.3,-0.29999999999999716
56.0,60.56,-4.560000000000002
43.0,43.24,-0.240000000000002
29.0,44.15,-15.149999999999999
82.0,81.98,0.01999999999999602
75.0,75.0,0.0
77.0,77.0,0.0
41.0,48.77,-7.770000000000003
73.0,73.0,0.0
69.0,69.0,0.0
68.0,68.0,0.0
54.0,54.46,-0.46000000000000085
23.0,23.81,-0.8099999999999987
79.0,78.91,0.09000000000000341
79.0,79.0,0.0
66.0,66.14,-0.14000000000000057
33.0,33.08,-0.0799999999999983
26.0,26.54,-0.5399999999999991
83.0,83.0,0.0
23.0,23.12,-0.120000000000001
83.0,83.21,-0.20999999999999375
51.0,51.01,-0.00999999999999801
81.0,81.0,0.0
84.0,84.0,0.0
34.0,34.57,-0.5700000000000003
48.0,48.08,-0.0799999999999983
22.0,23.12,-1.120000000000001
36.0,36.03,-0.030000000000001137
85.0,84.95,0.04999999999999716
91.0,91.0,0.0
36.0,36.11,-0.10999999999999943
48.0,47.28,0.7199999999999989
71.0,71.0,0.0
81.0,81.0,0.0
76.0,75.82,0.18000000000000682
47.0,47.15,-0.14999999999999858
88.0,88.0,0.0
42.0,41.99,0.00999999999999801
53.0,52.87,0.13000000000000256
73.0,73.0,0.0
61.0,60.88,0.11999999999999744
34.0,34.14,-0.14000000000000057
70.0,70.02,-0.01999999999999602
69.0,68.86,0.14000000000000057
32.0,31.66,0.33999999999999986
35.0,36.23,-1.2299999999999969
63.0,63.13,-0.13000000000000256
64.0,64.0,0.0
33.0,32.5,0.5
50.0,49.62,0.38000000000000256
40.0,40.35,-0.3500000000000014
87.0,87.0,0.0
82.0,82.23,-0.23000000000000398
68.0,66.16,1.8400000000000034
63.0,63.0,0.0
65.0,65.7,-0.7000000000000028
41.0,40.94,0.060000000000002274
88.0,87.91,0.09000000000000341
24.0,24.5,-0.5
25.0,25.2,-0.1999999999999993
78.0,78.0,0.0
54.0,54.61,-0.6099999999999994
39.0,38.89,0.10999999999999943
58.0,57.86,0.14000000000000057
46.0,45.88,0.11999999999999744
77.0,76.94,0.060000000000002274
89.0,83.85,5.150000000000006
77.0,77.0,0.0
74.0,74.42,-0.4200000000000017
78.0,78.0,0.0
47.0,46.67,0.3299999999999983
29.0,28.9,0.10000000000000142
59.0,59.0,0.0
51.0,51.2,-0.20000000000000284
79.0,79.0,0.0
59.0,59.0,0.0
72.0,72.0,0.0
50.0,51.47,-1.4699999999999989
66.0,66.0,0.0
49.0,48.92,0.0799999999999983
47.0,47.09,-0.09000000000000341
69.0,69.01,-0.010000000000005116
40.0,39.51,0.490000000000002
37.0,37.06,-0.060000000000002274
56.0,55.94,0.060000000000002274
82.0,82.0,0.0
37.0,36.62,0.38000000000000256
61.0,61.0,0.0
36.0,36.03,-0.030000000000001137
51.0,51.05,-0.04999999999999716
93.0,93.02,-0.01999999999999602
77.0,77.0,0.0
73.0,73.14,-0.14000000000000057
31.0,30.74,0.26000000000000156
59.0,58.94,0.060000000000002274
53.0,51.97,1.0300000000000011
25.0,24.83,0.1700000000000017
81.0,81.0,0.0
66.0,65.96,0.04000000000000625
66.0,50.17,15.829999999999998
81.0,81.0,0.0
30.0,31.36,-1.3599999999999994
73.0,73.18,-0.18000000000000682
19.0,19.88,-0.879999999999999
72.0,72.0,0.0
50.0,50.03,-0.030000000000001137
62.0,62.29,-0.28999999999999915
77.0,77.0,0.0
72.0,72.0,0.0
67.0,66.14,0.8599999999999994
86.0,86.46,-0.45999999999999375
64.0,63.89,0.10999999999999943
35.0,31.52,3.4800000000000004
76.0,76.02,-0.01999999999999602
50.0,49.65,0.3500000000000014
61.0,60.79,0.21000000000000085
75.0,75.03,-0.030000000000001137
67.0,67.0,0.0
64.0,33.01,30.990000000000002
66.0,66.0,0.0
31.0,31.28,-0.28000000000000114
30.0,29.92,0.0799999999999983
78.0,77.45,0.5499999999999972
69.0,69.0,0.0
72.0,72.0,0.0
45.0,44.98,0.020000000000003126
72.0,72.0,0.0
65.0,65.02,-0.01999999999999602
55.0,46.54,8.46
29.0,41.79,-12.79
64.0,64.0,0.0
79.0,79.0,0.0
41.0,41.31,-0.3100000000000023
57.0,57.32,-0.3200000000000003
70.0,70.0,0.0
76.0,76.0,0.0
99.0,97.24,1.7600000000000051
72.0,71.99,0.010000000000005116
60.0,59.88,0.11999999999999744
64.0,64.0,0.0
70.0,70.0,0.0
60.0,59.82,0.17999999999999972
76.0,75.99,0.010000000000005116
64.0,64.0,0.0
48.0,49.71,-1.7100000000000009
79.0,79.3,-0.29999999999999716
42.0,42.06,-0.060000000000002274
50.0,50.03,-0.030000000000001137
58.0,58.13,-0.13000000000000256
75.0,75.02,-0.01999999999999602
60.0,59.71,0.28999999999999915
81.0,81.0,0.0
87.0,87.02,-0.01999999999999602
90.0,89.99,0.010000000000005116
62.0,61.84,0.1599999999999966
64.0,64.35,-0.3499999999999943
41.0,40.97,0.030000000000001137
60.0,60.07,-0.07000000000000028
73.0,73.0,0.0
58.0,57.99,0.00999999999999801
67.0,67.03,-0.030000000000001137
89.0,88.96,0.04000000000000625
83.0,82.77,0.23000000000000398
41.0,41.47,-0.46999999999999886
55.0,54.82,0.17999999999999972
45.0,44.98,0.020000000000003126
63.0,63.07,-0.07000000000000028
31.0,31.18,-0.17999999999999972
78.0,77.8,0.20000000000000284
60.0,60.0,0.0
33.0,32.8,0.20000000000000284
34.0,33.82,0.17999999999999972
82.0,82.0,0.0
58.0,57.72,0.28000000000000114
76.0,74.75,1.25
92.0,92.0,0.0
38.0,37.95,0.04999999999999716
85.0,85.0,0.0
50.0,49.98,0.020000000000003126
51.0,50.73,0.2700000000000031
54.0,53.79,0.21000000000000085
84.0,84.0,0.0
62.0,61.95,0.04999999999999716
64.0,62.19,1.8100000000000023
68.0,68.0,0.0
65.0,65.08,-0.0799999999999983
84.0,83.96,0.04000000000000625
20.0,17.76,2.2399999999999984
36.0,36.1,-0.10000000000000142
51.0,51.45,-0.45000000000000284
56.0,55.43,0.5700000000000003
73.0,73.0,0.0
62.0,61.97,0.030000000000001137
30.0,30.55,-0.5500000000000007
64.0,63.93,0.07000000000000028
81.0,81.0,0.0
72.0,72.0,0.0
46.0,45.99,0.00999999999999801
72.0,72.01,-0.010000000000005116
84.0,84.0,0.0
39.0,39.02,-0.020000000000003126
48.0,47.68,0.3200000000000003
22.0,23.21,-1.2100000000000009
73.0,73.0,0.0
43.0,42.92,0.0799999999999983
72.0,71.99,0.010000000000005116
78.0,78.0,0.0
40.0,40.13,-0.13000000000000256
49.0,50.42,-1.4200000000000017
36.0,35.93,0.07000000000000028
90.0,89.86,0.14000000000000057
79.0,79.0,0.0
28.0,28.94,-0.9400000000000013
92.0,92.04,-0.04000000000000625
40.0,39.95,0.04999999999999716
41.0,40.99,0.00999999999999801
22.0,24.25,-2.25
74.0,74.48,-0.480000000000004
51.0,51.27,-0.2700000000000031
67.0,67.0,0.0
77.0,77.0,0.0
83.0,83.0,0.0
64.0,63.42,0.5799999999999983
84.0,84.0,0.0
33.0,32.67,0.3299999999999983
70.0,70.0,0.0
45.0,45.8,-0.7999999999999972
54.0,53.46,0.5399999999999991
67.0,67.28,-0.28000000000000114
61.0,60.71,0.28999999999999915
46.0,45.71,0.28999999999999915
66.0,66.0,0.0
80.0,80.0,0.0
72.0,72.0,0.0
44.0,44.01,-0.00999999999999801
63.0,60.17,2.8299999999999983
54.0,53.96,0.03999999999999915
23.0,22.06,0.9400000000000013
74.0,74.57,-0.5699999999999932
56.0,55.83,0.1700000000000017
59.0,59.01,-0.00999999999999801
81.0,81.0,0.0
43.0,43.25,-0.25
74.0,74.26,-0.2600000000000051
71.0,71.0,0.0
85.0,85.0,0.0
80.0,80.0,0.0
35.0,34.71,0.28999999999999915
83.0,83.0,0.0
62.0,62.0,0.0
75.0,67.71,7.290000000000006
68.0,67.92,0.0799999999999983
38.0,37.82,0.17999999999999972
71.0,71.01,-0.010000000000005116
51.0,51.11,-0.10999999999999943
81.0,81.0,0.0
21.0,21.11,-0.10999999999999943
36.0,35.71,0.28999999999999915
18.0,45.73,-27.729999999999997
82.0,82.0,0.0
62.0,62.08,-0.0799999999999983
85.0,84.98,0.01999999999999602
83.0,83.0,0.0
44.0,43.8,0.20000000000000284
50.0,50.09,-0.09000000000000341
74.0,74.0,0.0
69.0,68.99,0.010000000000005116
73.0,73.03,-0.030000000000001137
69.0,68.99,0.010000000000005116
41.0,40.89,0.10999999999999943
17.0,22.6,-5.600000000000001
57.0,57.0,0.0
53.0,53.12,-0.11999999999999744
26.0,25.9,0.10000000000000142
77.0,76.74,0.2600000000000051
65.0,64.97,0.030000000000001137
43.0,42.94,0.060000000000002274
72.0,71.97,0.030000000000001137
61.0,61.0,0.0
92.0,91.99,0.010000000000005116
69.0,69.32,-0.3199999999999932
65.0,65.0,0.0
95.0,95.36,-0.35999999999999943
68.0,68.05,-0.04999999999999716
74.0,74.0,0.0
54.0,54.01,-0.00999999999999801
77.0,77.0,0.0
51.0,50.52,0.4799999999999969
49.0,48.99,0.00999999999999801
62.0,62.04,-0.03999999999999915
86.0,85.97,0.030000000000001137
43.0,42.87,0.13000000000000256
16.0,17.82,-1.8200000000000003
65.0,64.98,0.01999999999999602
40.0,39.93,0.07000000000000028
26.0,25.93,0.07000000000000028
66.0,65.88,0.12000000000000455
51.0,50.95,0.04999999999999716
80.0,79.99,0.010000000000005116
25.0,27.93,-2.9299999999999997
54.0,53.99,0.00999999999999801
77.0,77.0,0.0
90.0,90.01,-0.010000000000005116
41.0,40.99,0.00999999999999801
52.0,52.0,0.0
67.0,66.91,0.09000000000000341
62.0,62.03,-0.030000000000001137
68.0,68.0,0.0
54.0,53.97,0.030000000000001137
35.0,34.26,0.740000000000002
47.0,46.85,0.14999999999999858
45.0,45.38,-0.38000000000000256
68.0,66.29,1.7099999999999937
57.0,57.0,0.0
47.0,47.78,-0.7800000000000011
89.0,89.14,-0.14000000000000057
55.0,54.99,0.00999999999999801
39.0,40.88,-1.8800000000000026
71.0,70.9,0.09999999999999432
87.0,87.0,0.0
50.0,49.99,0.00999999999999801
16.0,21.54,-5.539999999999999
81.0,80.73,0.269999999999996
50.0,50.04,-0.03999999999999915
44.0,43.91,0.09000000000000341
75.0,75.0,0.0
22.0,43.85,-21.85
57.0,56.17,0.8299999999999983
39.0,39.21,-0.21000000000000085
75.0,75.0,0.0
61.0,60.99,0.00999999999999801
88.0,88.0,0.0
80.0,80.11,-0.10999999999999943
27.0,26.91,0.08999999999999986
70.0,70.0,0.0
60.0,60.04,-0.03999999999999915
22.0,21.78,0.21999999999999886
57.0,56.94,0.060000000000002274
26.0,25.98,0.019999999999999574
84.0,84.0,0.0
70.0,70.01,-0.010000000000005116
49.0,48.84,0.1599999999999966
64.0,64.0,0.0
27.0,27.4,-0.3999999999999986
58.0,57.78,0.21999999999999886
48.0,47.93,0.07000000000000028
40.0,40.22,-0.21999999999999886
38.0,38.81,-0.8100000000000023
58.0,57.96,0.03999999999999915
76.0,76.0,0.0
29.0,28.97,0.030000000000001137
68.0,67.97,0.030000000000001137
76.0,76.0,0.0
80.0,80.03,-0.030000000000001137
59.0,58.04,0.9600000000000009
71.0,70.61,0.39000000000000057
68.0,68.26,-0.2600000000000051
82.0,82.01,-0.010000000000005116
25.0,24.83,0.1700000000000017
70.0,70.0,0.0
88.0,87.98,0.01999999999999602
86.0,86.01,-0.010000000000005116
35.0,43.66,-8.659999999999997
61.0,61.0,0.0
71.0,70.76,0.23999999999999488
64.0,63.68,0.3200000000000003
41.0,41.41,-0.4099999999999966
29.0,30.8,-1.8000000000000007
39.0,38.82,0.17999999999999972
23.0,23.01,-0.010000000000001563
38.0,38.69,-0.6899999999999977
75.0,75.0,0.0
70.0,70.02,-0.01999999999999602
78.0,78.0,0.0
72.0,72.0,0.0
88.0,86.14,1.8599999999999994
75.0,75.03,-0.030000000000001137
78.0,78.0,0.0
64.0,64.09,-0.09000000000000341
74.0,74.23,-0.23000000000000398
88.0,88.0,0.0
30.0,30.2,-0.1999999999999993
49.0,48.96,0.03999999999999915
47.0,47.42,-0.4200000000000017
46.0,45.19,0.8100000000000023
75.0,74.46,0.5400000000000063
40.0,39.91,0.09000000000000341
56.0,56.09,-0.09000000000000341
74.0,74.0,0.0
71.0,70.74,0.2600000000000051
34.0,33.99,0.00999999999999801
47.0,52.42,-5.420000000000002
79.0,79.0,0.0
85.0,84.86,0.14000000000000057
60.0,60.0,0.0
49.0,49.6,-0.6000000000000014
45.0,45.03,-0.030000000000001137
69.0,68.94,0.060000000000002274
76.0,75.92,0.0799999999999983
78.0,78.0,0.0
53.0,53.05,-0.04999999999999716
42.0,43.22,-1.2199999999999989
86.0,86.0,0.0
62.0,61.35,0.6499999999999986
41.0,29.34,11.66
26.0,26.2,-0.1999999999999993
50.0,49.88,0.11999999999999744
90.0,90.0,0.0
68.0,68.01,-0.010000000000005116
59.0,58.99,0.00999999999999801
19.0,21.64,-2.6400000000000006
39.0,47.4,-8.399999999999999
84.0,84.0,0.0
75.0,75.0,0.0
76.0,76.0,0.0
21.0,24.13,-3.129999999999999
79.0,79.14,-0.14000000000000057
19.0,19.15,-0.14999999999999858
59.0,58.52,0.4799999999999969
64.0,63.98,0.020000000000003126
68.0,68.04,-0.04000000000000625
27.0,27.42,-0.4200000000000017
67.0,67.0,0.0
37.0,37.04,-0.03999999999999915
55.0,54.79,0.21000000000000085
43.0,42.66,0.3400000000000034
22.0,23.05,-1.0500000000000007
68.0,65.22,2.780000000000001
47.0,46.16,0.8400000000000034
80.0,79.65,0.3499999999999943
70.0,70.0,0.0
66.0,66.09,-0.09000000000000341
87.0,87.0,0.0
48.0,47.9,0.10000000000000142
39.0,39.15,-0.14999999999999858
43.0,42.73,0.2700000000000031
86.0,86.0,0.0
67.0,66.55,0.45000000000000284
82.0,82.01,-0.010000000000005116
71.0,71.0,0.0
89.0,89.0,0.0
59.0,59.0,0.0
52.0,51.96,0.03999999999999915
77.0,77.0,0.0
31.0,31.58,-0.5799999999999983
57.0,57.0,0.0
41.0,40.73,0.2700000000000031
34.0,34.17,-0.1700000000000017
89.0,89.0,0.0
50.0,50.82,-0.8200000000000003
38.0,37.66,0.3400000000000034
85.0,85.03,-0.030000000000001137
32.0,32.05,-0.04999999999999716
64.0,63.99,0.00999999999999801
76.0,76.0,0.0
73.0,73.08,-0.0799999999999983
47.0,47.17,-0.1700000000000017
71.0,71.0,0.0
50.0,49.96,0.03999999999999915
61.0,61.0,0.0
65.0,65.0,0.0
39.0,38.95,0.04999999999999716
79.0,79.0,0.0
38.0,38.18,-0.17999999999999972
34.0,33.69,0.3100000000000023
69.0,68.81,0.18999999999999773
63.0,63.0,0.0
44.0,43.93,0.07000000000000028
56.0,55.69,0.3100000000000023
43.0,42.45,0.5499999999999972
69.0,68.99,0.010000000000005116
70.0,69.98,0.01999999999999602
83.0,83.0,0.0
38.0,38.85,-0.8500000000000014
82.0,82.0,0.0
51.0,51.12,-0.11999999999999744
68.0,68.0,0.0
73.0,73.09,-0.09000000000000341
33.0,32.96,0.03999999999999915
40.0,39.71,0.28999999999999915
95.0,95.26,-0.2600000000000051
61.0,61.0,0.0
28.0,28.3,-0.3000000000000007
22.0,38.19,-16.189999999999998
79.0,79.0,0.0
49.0,48.92,0.0799999999999983
42.0,42.43,-0.4299999999999997
43.0,43.34,-0.3400000000000034
85.0,85.0,0.0
53.0,52.11,0.8900000000000006
88.0,87.98,0.01999999999999602
53.0,53.09,-0.09000000000000341
74.0,74.02,-0.01999999999999602
49.0,49.18,-0.17999999999999972
50.0,50.04,-0.03999999999999915
52.0,52.05,-0.04999999999999716
33.0,32.87,0.13000000000000256
56.0,56.13,-0.13000000000000256
70.0,70.0,0.0
56.0,55.93,0.07000000000000028
90.0,90.0,0.0
61.0,61.0,0.0
58.0,58.01,-0.00999999999999801
35.0,35.04,-0.03999999999999915
